"site","site_id","duration","n_stations","H1","homog_status","chosen_dist","chosen_absZ","Z_acceptable","selection_source","reviewer","runner_up","runner_up_absZ","z_margin","review_recommended","depth_10k_mm","tail_min_10k_mm","tail_max_10k_mm","tail_spread_pct","needs_review"
"DIX RIVER DAM","KY00316","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CHIPPEWA RESERVOIR","WI00797","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CHIPPEWA RESERVOIR","WI00797","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"FRESNO","MT00570","24h",46,0.652,"homogeneous","GEV",0.194,TRUE,"auto",NA,"GNO",1.076,0.882,FALSE,207.6,111.8,306,93.5,FALSE
"FRESNO","MT00570","72h",42,0.478,"homogeneous","GEV",0.335,TRUE,"auto",NA,"GNO",0.696,0.361,TRUE,224.2,125.7,334.5,93.2,FALSE
"BELLEVILLE L & D","WV10702","24h",17,0.337,"homogeneous","GLO",0.163,TRUE,"auto",NA,"GEV",2.622,2.459,FALSE,296.5,127.5,296.5,57,FALSE
"BELLEVILLE L & D","WV10702","72h",18,-0.694,"homogeneous","GEV",1.286,TRUE,"auto",NA,"GNO",1.644,0.358,TRUE,245.5,157.2,355.4,80.8,FALSE
"CAGLES MILL LAKE DAM","IN03002","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CAGLES MILL LAKE DAM","IN03002","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BLUE RIDGE","GA11101","24h",34,0.623,"homogeneous","GEV",0.004,TRUE,"auto",NA,"GNO",0.856,0.852,FALSE,376,222.1,551.8,87.7,FALSE
"BLUE RIDGE","GA11101","72h",31,0.741,"homogeneous","GEV",0.724,TRUE,"auto",NA,"GNO",1.613,0.889,FALSE,508,296.6,741.5,87.6,FALSE
"SUMNER","NM00130","24h",43,0.876,"homogeneous","GEV",0.293,TRUE,"auto",NA,"GNO",1.46,1.167,FALSE,247.1,136.9,367.2,93.2,FALSE
"SUMNER","NM00130","72h",46,-0.067,"homogeneous","GEV",0.551,TRUE,"auto",NA,"GNO",1.928,1.377,FALSE,351.1,187.8,517.3,93.8,FALSE
"STAMPEDE","CA10192","24h",39,0.665,"homogeneous","GEV",0.166,TRUE,"auto",NA,"GNO",0.956,0.79,FALSE,374.8,209.8,551.9,91.3,FALSE
"STAMPEDE","CA10192","72h",41,0.491,"homogeneous","GEV",0.441,TRUE,"auto",NA,"GNO",1.649,1.208,FALSE,671.3,366.3,993.1,93.4,FALSE
"ARBUCKLE","OK02501","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ARBUCKLE","OK02501","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"POST FALLS SOUTH CHANNEL","ID83002","24h",47,0.901,"homogeneous","GLO",1.748,FALSE,"auto",NA,"GEV",2.704,0.956,TRUE,210.5,88.9,210.5,57.8,TRUE
"POST FALLS SOUTH CHANNEL","ID83002","72h",45,0.436,"homogeneous","GLO",2.474,FALSE,"auto",NA,"GEV",2.775,0.301,TRUE,269.9,121.5,269.9,55,TRUE
"POST FALLS NORTH CHANNEL","ID83001","24h",47,0.938,"homogeneous","GLO",1.738,FALSE,"auto",NA,"GEV",2.695,0.957,TRUE,210.5,88.9,210.5,57.8,TRUE
"POST FALLS NORTH CHANNEL","ID83001","72h",45,0.41,"homogeneous","GLO",2.466,FALSE,"auto",NA,"GEV",2.744,0.278,TRUE,269.9,121.5,269.9,55,TRUE
"POST FALLS MIDDLE CHANNEL","ID00220","24h",47,0.859,"homogeneous","GLO",1.739,FALSE,"auto",NA,"GEV",2.694,0.955,TRUE,210.5,88.9,210.5,57.8,TRUE
"POST FALLS MIDDLE CHANNEL","ID00220","72h",45,0.381,"homogeneous","GLO",2.466,FALSE,"auto",NA,"GEV",2.77,0.304,TRUE,269.9,121.5,269.9,55,TRUE
"PEORIA LOCK & DAM","IL01014","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PEORIA LOCK & DAM","IL01014","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"POST FALLS EARTH DIKE","ID83065","24h",47,0.935,"homogeneous","GLO",1.736,FALSE,"auto",NA,"GEV",2.69,0.954,TRUE,210.5,88.9,210.5,57.8,TRUE
"POST FALLS EARTH DIKE","ID83065","72h",45,0.408,"homogeneous","GLO",2.466,FALSE,"auto",NA,"GEV",2.744,0.278,TRUE,269.9,121.5,269.9,55,TRUE
"MOOSE CREEK DAM/CHENA LAKES PROJECT","AK00085","24h",7,-1.234,"homogeneous","GLO",0.701,TRUE,"auto",NA,"GEV",1.856,1.155,FALSE,249.5,96,249.5,61.5,FALSE
"MOOSE CREEK DAM/CHENA LAKES PROJECT","AK00085","72h",8,-0.837,"homogeneous","GLO",0.386,TRUE,"auto",NA,"GEV",1.219,0.833,FALSE,298,120.9,298,59.4,FALSE
"CHINO MINES TAILINGS DAM NO. 7","NM00505","24h",45,0.696,"homogeneous","GEV",0.266,TRUE,"auto",NA,"GNO",1.159,0.893,FALSE,162.8,94.3,243.1,91.4,FALSE
"CHINO MINES TAILINGS DAM NO. 7","NM00505","72h",44,0.911,"homogeneous","GEV",1.871,FALSE,"auto",NA,"GNO",2.642,0.771,TRUE,194,114.3,289.6,90.3,TRUE
"WIRTZ DAM","TX00986","24h",11,0.345,"homogeneous","GEV",0.167,TRUE,"auto",NA,"GNO",0.378,0.211,TRUE,436.7,240.9,647.8,93.2,FALSE
"WIRTZ DAM","TX00986","72h",13,0.324,"homogeneous","GEV",0.456,TRUE,"auto",NA,"GNO",1.099,0.643,FALSE,596.7,319.6,882,94.3,FALSE
"BOR ARTHUR V WATKINS","UT10112","24h",45,0.707,"homogeneous","GEV",0.916,TRUE,"auto",NA,"GNO",1.748,0.832,FALSE,152.2,91.6,222,85.7,FALSE
"BOR ARTHUR V WATKINS","UT10112","72h",48,0.428,"homogeneous","GLO",1.451,TRUE,"auto",NA,"GEV",2.734,1.283,FALSE,276.6,117.8,276.6,57.4,FALSE
"MATHEWS","CA00212","24h",50,0.434,"homogeneous","GEV",0.265,TRUE,"auto",NA,"GNO",0.887,0.622,FALSE,488.5,262.2,729.2,95.6,FALSE
"MATHEWS","CA00212","72h",51,-0.005,"homogeneous","GNO",1.269,TRUE,"auto",NA,"PE3",1.615,0.346,TRUE,767.8,450.4,1297.8,110.4,FALSE
"LAKE MAUMELLE DAM","AR00081","24h",5,0.458,"homogeneous","GLO",0.086,TRUE,"auto",NA,"GEV",0.768,0.682,FALSE,657,254,657,61.3,FALSE
"LAKE MAUMELLE DAM","AR00081","72h",5,-1.081,"homogeneous","GLO",0.208,TRUE,"auto",NA,"GEV",0.615,0.407,TRUE,860.6,333.3,860.6,61.3,FALSE
"COUGAR","OR00015","24h",35,0.896,"homogeneous","GNO",0.141,TRUE,"auto",NA,"GEV",0.411,0.27,TRUE,223.9,138.5,326.6,84,FALSE
"COUGAR","OR00015","72h",33,1.03,"acceptably homogeneous (H1 in [1,2))","GLO",0.793,TRUE,"auto",NA,"GEV",2.899,2.106,FALSE,492,214.7,492,56.4,FALSE
"TOWN BLUFF DAM","TX00015","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"TOWN BLUFF DAM","TX00015","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"YADKIN NARROWS","NC00549","24h",17,0.995,"homogeneous","PE3",0.73,TRUE,"auto",NA,"GNO",1.113,0.383,TRUE,353.1,255.9,674.8,118.6,FALSE
"YADKIN NARROWS","NC00549","72h",16,0.881,"homogeneous","GNO",0.603,TRUE,"auto",NA,"PE3",1.08,0.477,TRUE,517.5,314.1,825.7,98.9,FALSE
"WICKIUP RESERVOIR (USBR)","OR00276","24h",35,0.855,"homogeneous","GNO",0.141,TRUE,"auto",NA,"GEV",0.603,0.462,TRUE,223.6,137.1,334.5,88.3,FALSE
"WICKIUP RESERVOIR (USBR)","OR00276","72h",33,1.055,"acceptably homogeneous (H1 in [1,2))","GLO",0.4,TRUE,"auto",NA,"GEV",2.867,2.467,FALSE,519.7,219.7,519.7,57.7,FALSE
"NEW SPICER MEADOW","CA01224","24h",45,1,"acceptably homogeneous (H1 in [1,2))","GEV",0.102,TRUE,"auto",NA,"GNO",1.133,1.031,FALSE,339.2,193,501,90.8,FALSE
"NEW SPICER MEADOW","CA01224","72h",41,0.784,"homogeneous","GEV",0.145,TRUE,"auto",NA,"GNO",0.979,0.834,FALSE,623.9,342.6,927.1,93.7,FALSE
"NOTTELY","GA29101","24h",40,0.219,"homogeneous","GEV",0.185,TRUE,"auto",NA,"GNO",1.159,0.974,FALSE,370.4,218.1,542.9,87.7,FALSE
"NOTTELY","GA29101","72h",37,0.774,"homogeneous","GEV",1.124,TRUE,"auto",NA,"GNO",2.12,0.996,FALSE,484.4,283.7,708.1,87.6,FALSE
"BOONE","TN16306","24h",39,0.556,"homogeneous","GEV",0.264,TRUE,"auto",NA,"GNO",0.965,0.701,FALSE,412.8,227.8,597.4,89.5,FALSE
"BOONE","TN16306","72h",42,1.165,"acceptably homogeneous (H1 in [1,2))","GLO",0.463,TRUE,"auto",NA,"GEV",2.637,2.174,FALSE,895.8,335,895.8,62.6,FALSE
"B-3 DETENTION","WY00292","24h",38,0.569,"homogeneous","GEV",1.585,TRUE,"auto",NA,"GNO",2.058,0.473,TRUE,150.8,91,226.2,89.7,FALSE
"B-3 DETENTION","WY00292","72h",38,0.655,"homogeneous","GEV",2.171,FALSE,"auto",NA,"GLO",2.526,0.355,TRUE,180.6,110.6,270.9,88.8,TRUE
"CROSS LAKE DAM AND SPILLWAY","LA00346","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CROSS LAKE DAM AND SPILLWAY","LA00346","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"HORSESHOE","AZ10310","24h",48,-0.192,"homogeneous","GEV",2.087,FALSE,"auto",NA,"GLO",2.564,0.477,TRUE,212.1,125.2,314.8,89.4,TRUE
"HORSESHOE","AZ10310","72h",48,0.896,"homogeneous","GEV",0.506,TRUE,"auto",NA,"GNO",1.667,1.161,FALSE,336.4,189.5,498.9,92,FALSE
"BRADY LAKE DAM","TX01659","24h",37,-0.905,"homogeneous","GEV",0.123,TRUE,"auto",NA,"GNO",1.024,0.901,FALSE,429.4,232.5,631.5,92.9,FALSE
"BRADY LAKE DAM","TX01659","72h",37,0.381,"homogeneous","GEV",0.39,TRUE,"auto",NA,"GNO",0.748,0.358,TRUE,533.2,287.5,788.4,93.9,FALSE
"LOCK & DAM #10","IA04014","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LOCK & DAM #10","IA04014","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ELLSWORTH","OK00452","24h",7,0.463,"homogeneous","GLO",0.815,TRUE,"auto",NA,"GEV",0.98,0.165,TRUE,476.1,185.3,476.1,61.1,FALSE
"ELLSWORTH","OK00452","72h",8,-0.278,"homogeneous","GLO",0.215,TRUE,"auto",NA,"GEV",2.067,1.852,FALSE,430,184,430,57.2,FALSE
"WARM SPRINGS RES. (USBR)","OR00082","24h",53,0.623,"homogeneous","GEV",1.911,FALSE,"auto",NA,"GLO",2.079,0.168,TRUE,105,60.5,153.9,89,TRUE
"WARM SPRINGS RES. (USBR)","OR00082","72h",49,0.658,"homogeneous","GEV",0.242,TRUE,"auto",NA,"GNO",0.732,0.49,TRUE,106.8,67.2,157.1,84.1,FALSE
"EL VADO","NM10008","24h",45,0.08,"homogeneous","GEV",0.021,TRUE,"auto",NA,"GNO",0.814,0.793,FALSE,120.9,72.4,179,88.1,FALSE
"EL VADO","NM10008","72h",43,0.821,"homogeneous","GEV",1.604,TRUE,"auto",NA,"GNO",2.078,0.474,TRUE,141.3,88.2,209.1,85.6,FALSE
"BARKER DAM","TX00019","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BARKER DAM","TX00019","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CURWENSVILLE DAM","PA00003","24h",30,-1.325,"homogeneous","GLO",0.41,TRUE,"auto",NA,"GEV",1.963,1.553,FALSE,375.9,148.1,375.9,60.6,FALSE
"CURWENSVILLE DAM","PA00003","72h",29,-0.212,"homogeneous","GEV",0.327,TRUE,"auto",NA,"GNO",1.034,0.707,FALSE,294.5,174.1,429.1,86.6,FALSE
"STRUCTURE 59","FL00265","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE 59","FL00265","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NATURAL DAM","TX06028","24h",47,-0.642,"homogeneous","GLO",1.761,FALSE,"auto",NA,"GEV",1.781,0.02,TRUE,556.6,203.3,556.6,63.5,TRUE
"NATURAL DAM","TX06028","72h",47,0.848,"homogeneous","GEV",0.067,TRUE,"auto",NA,"GNO",1.247,1.18,FALSE,425.1,231.8,631.4,94,FALSE
"SANTEETLAH","NC00392","24h",40,0.146,"homogeneous","GEV",0.544,TRUE,"auto",NA,"GNO",1.51,0.966,FALSE,377.1,220.1,552.2,88.1,FALSE
"SANTEETLAH","NC00392","72h",38,0.815,"homogeneous","GEV",1.26,TRUE,"auto",NA,"GNO",2.25,0.99,FALSE,486.6,283.9,710.8,87.7,FALSE
"HELL HOLE","CA00857","24h",50,0.469,"homogeneous","GEV",0.039,TRUE,"auto",NA,"GNO",1.058,1.019,FALSE,394.6,227,581.9,89.9,FALSE
"HELL HOLE","CA00857","72h",49,0.776,"homogeneous","GEV",0.674,TRUE,"auto",NA,"GNO",1.77,1.096,FALSE,721.2,403.9,1071.9,92.6,FALSE
"BRADBURY","CA10136","24h",26,0.756,"homogeneous","GNO",0.111,TRUE,"auto",NA,"GEV",1.01,0.899,FALSE,325,186.6,519.2,102.3,FALSE
"BRADBURY","CA10136","72h",27,-0.667,"homogeneous","PE3",0.135,TRUE,"auto",NA,"GNO",2.342,2.207,FALSE,424.4,292.5,843.7,129.9,FALSE
"BRASSUA","ME00133","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BRASSUA","ME00133","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BUENA VISTA","CA00717","24h",49,-0.028,"homogeneous","GNO",0.246,TRUE,"auto",NA,"GEV",0.858,0.612,FALSE,352.7,202.5,561.7,101.8,FALSE
"BUENA VISTA","CA00717","72h",50,-2.036,"homogeneous","PE3",0.689,TRUE,"auto",NA,"GNO",2.124,1.435,FALSE,483.8,336.5,972.1,131.4,FALSE
"BIG STONE LAKE","MN00169","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BIG STONE LAKE","MN00169","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"R D BAILEY DAM","WV10924","24h",46,0.856,"homogeneous","GEV",1.698,FALSE,"auto",NA,"GLO",2.226,0.528,TRUE,222.4,134.7,323.4,84.9,TRUE
"R D BAILEY DAM","WV10924","72h",46,0.795,"homogeneous","GEV",2.01,FALSE,"auto",NA,"GLO",2.096,0.086,TRUE,280.7,171.6,408,84.2,TRUE
"TIETON DAM","WA00273","24h",48,0.938,"homogeneous","GEV",1.389,TRUE,"auto",NA,"GLO",2.167,0.778,FALSE,360.3,207.6,530.4,89.6,FALSE
"TIETON DAM","WA00273","72h",50,-0.208,"homogeneous","GLO",0.854,TRUE,"auto",NA,"GEV",3.029,2.175,FALSE,754.2,309,754.1,59,FALSE
"HENSHAW","CA00283","24h",43,0.765,"homogeneous","GEV",0.119,TRUE,"auto",NA,"GNO",1.134,1.015,FALSE,462.2,246.6,685.2,94.9,FALSE
"HENSHAW","CA00283","72h",43,0.706,"homogeneous","GNO",0.359,TRUE,"auto",NA,"GEV",1.964,1.605,FALSE,723.9,433.8,1240.6,111.4,FALSE
"WICKIUP","OR10022","24h",35,0.848,"homogeneous","GNO",0.147,TRUE,"auto",NA,"GEV",0.6,0.453,TRUE,223.6,137.1,334.5,88.3,FALSE
"WICKIUP","OR10022","72h",33,0.611,"homogeneous","GLO",0.886,TRUE,"auto",NA,"GEV",2.821,1.935,FALSE,516.5,230,516.5,55.5,FALSE
"RYE PATCH","NV10124","24h",38,0.523,"homogeneous","GEV",0.484,TRUE,"auto",NA,"GNO",1.321,0.837,FALSE,109.1,63,162.3,91.1,FALSE
"RYE PATCH","NV10124","72h",34,0.72,"homogeneous","GEV",1.045,TRUE,"auto",NA,"GNO",1.639,0.594,FALSE,130.8,77.7,195.7,90.2,FALSE
"ADDICKS DAM","TX00018","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ADDICKS DAM","TX00018","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LAKE DARLING DAM","ND00332","24h",31,-0.619,"homogeneous","GEV",1.658,FALSE,"auto",NA,"GLO",2.058,0.4,TRUE,188.6,110.2,280.2,90.2,TRUE
"LAKE DARLING DAM","ND00332","72h",29,-1.295,"homogeneous","GEV",0.053,TRUE,"auto",NA,"GNO",0.927,0.874,FALSE,243.8,139.3,361,90.9,FALSE
"G85 CONTROL STRUCTURE","FL25001","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G85 CONTROL STRUCTURE","FL25001","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LAKE CLAIBORNE","LA00011","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LAKE CLAIBORNE","LA00011","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"HELLS CANYON DAM","OR00250","24h",49,0.395,"homogeneous","GEV",1.156,TRUE,"auto",NA,"GNO",2.083,0.927,FALSE,135.2,81.8,196.6,84.8,FALSE
"HELLS CANYON DAM","OR00250","72h",46,0.709,"homogeneous","GEV",0.591,TRUE,"auto",NA,"GNO",1.48,0.889,FALSE,193.7,117.8,281.5,84.6,FALSE
"PARDEE","CA00164","24h",50,0.595,"homogeneous","GEV",0.137,TRUE,"auto",NA,"GNO",0.946,0.809,FALSE,392.5,225.9,579,90,FALSE
"PARDEE","CA00164","72h",48,0.578,"homogeneous","GEV",0.151,TRUE,"auto",NA,"GNO",1.268,1.117,FALSE,704.1,395.6,1047.6,92.6,FALSE
"WILLS CREEK DAM","OH00002","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WILLS CREEK DAM","OH00002","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WEST DIKE","OK20502","24h",20,0.732,"homogeneous","GLO",1.004,TRUE,"auto",NA,"GEV",1.445,0.441,TRUE,524.4,197.1,524.4,62.4,FALSE
"WEST DIKE","OK20502","72h",20,-0.256,"homogeneous","GLO",1.554,TRUE,"auto",NA,"GEV",1.573,0.019,TRUE,497.9,199.2,498,60,FALSE
"MAGIC DAM","ID00039","24h",43,0.657,"homogeneous","GEV",1.205,TRUE,"auto",NA,"GNO",2.056,0.851,FALSE,116,68.6,170.8,88.1,FALSE
"MAGIC DAM","ID00039","72h",51,0.083,"homogeneous","GEV",0.408,TRUE,"auto",NA,"GNO",0.592,0.184,TRUE,172.7,101.2,255.4,89.3,FALSE
"MEDICINE CREEK","NE01073","24h",36,0.549,"homogeneous","GEV",1.415,TRUE,"auto",NA,"GNO",2.489,1.074,FALSE,275.4,156.7,406.5,90.7,FALSE
"MEDICINE CREEK","NE01073","72h",37,0.036,"homogeneous","GEV",1.8,FALSE,"auto",NA,"GNO",2.488,0.688,TRUE,275,165,407.8,88.3,TRUE
"GRAYROCKS","WY01496","24h",38,0.41,"homogeneous","GEV",1.765,FALSE,"auto",NA,"GNO",2.218,0.453,TRUE,149,90,223.6,89.6,TRUE
"GRAYROCKS","WY01496","72h",38,0.647,"homogeneous","GEV",2.129,FALSE,"auto",NA,"GLO",2.417,0.288,TRUE,179.6,110,269.5,88.8,TRUE
"CULMBACK","WA00208","24h",47,0.962,"homogeneous","GEV",1.955,FALSE,"auto",NA,"GLO",2.191,0.236,TRUE,305.3,185.6,451.4,87,TRUE
"CULMBACK","WA00208","72h",49,0.355,"homogeneous","GLO",1.03,TRUE,"auto",NA,"GEV",3.445,2.415,FALSE,648.9,277.5,648.9,57.2,FALSE
"PRAIRIE DU SAC","WI00029","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PRAIRIE DU SAC","WI00029","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NORTON","KS00024","24h",40,0.562,"homogeneous","GEV",0.33,TRUE,"auto",NA,"GNO",1.489,1.159,FALSE,283.3,160.8,418.1,90.8,FALSE
"NORTON","KS00024","72h",39,0.576,"homogeneous","GEV",1.054,TRUE,"auto",NA,"GNO",1.635,0.581,FALSE,257.5,158.5,381.5,86.6,FALSE
"NEW SPICER MEADOW","CA00425","24h",45,1.001,"acceptably homogeneous (H1 in [1,2))","GEV",0.102,TRUE,"auto",NA,"GNO",1.133,1.031,FALSE,339.2,193,501,90.8,FALSE
"NEW SPICER MEADOW","CA00425","72h",47,4.311,"heterogeneous (H1 >= 2 — review region manually)","GEV",0.317,TRUE,"auto",NA,"GNO",1.472,1.155,FALSE,587.6,324.6,875.9,93.8,TRUE
"MISSISSIPPI RIVER DAM 13","IA00005","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MISSISSIPPI RIVER DAM 13","IA00005","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PRIEST RAPIDS","WA00088","24h",49,0.657,"homogeneous","GEV",0.919,TRUE,"auto",NA,"GNO",1.93,1.011,FALSE,295.1,170.9,433.8,89.1,FALSE
"PRIEST RAPIDS","WA00088","72h",50,0.461,"homogeneous","GEV",1.964,FALSE,"auto",NA,"GLO",2.307,0.343,TRUE,420,252.5,617.6,86.9,TRUE
"COFFEEVILLE LOCK AND DAM","AL01431","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"COFFEEVILLE LOCK AND DAM","AL01431","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ARCADIA LAKE","OK22178","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ARCADIA LAKE","OK22178","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"DEER FLAT UPPER","ID00276","24h",44,0.861,"homogeneous","GEV",1.726,FALSE,"auto",NA,"GLO",2.448,0.722,TRUE,110.9,65.2,162.8,88,TRUE
"DEER FLAT UPPER","ID00276","72h",46,0.662,"homogeneous","GEV",0.278,TRUE,"auto",NA,"GNO",0.709,0.431,TRUE,131.5,84,192.8,82.8,FALSE
"AARON LAKEZA","MN00173","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"AARON LAKEZA","MN00173","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
